learn_method,level_learned_at,move_id,pokemon_id
machine,0,216,36
egg,0,217,36
machine,0,218,36
machine,0,219,36
machine,0,223,36
machine,0,226,36
level-up,1,227,36
machine,0,231,36
level-up,1,236,36
machine,0,237,36
machine,0,240,36
machine,0,241,36
machine,0,244,36
machine,0,247,36
machine,0,248,36
machine,0,249,36
machine,0,253,36
machine,0,263,36
machine,0,264,36
level-up,1,266,36
tutor,0,270,36
tutor,0,271,36
tutor,0,272,36
egg,0,273,36
tutor,0,277,36
machine,0,278,36
machine,0,280,36
tutor,0,282,36
tutor,0,283,36
machine,0,285,36
machine,0,286,36
machine,0,289,36
machine,0,290,36
tutor,0,304,36
level-up,1,309,36
machine,0,313,36
egg,0,321,36
level-up,1,322,36
tutor,0,324,36
tutor,0,340,36
tutor,0,343,36
machine,0,345,36
machine,0,347,36
machine,0,351,36
machine,0,352,36
tutor,0,356,36
level-up,1,361,36
machine,0,363,36
machine,0,374,36
level-up,1,383,36
tutor,0,387,36
machine,0,409,36
machine,0,411,36
machine,0,416,36
tutor,0,428,36
machine,0,445,36
machine,0,446,36
machine,0,447,36
machine,0,451,36
tutor,0,472,36
machine,0,473,36
machine,0,477,36
tutor,0,495,36
machine,0,496,36
machine,0,497,36
level-up,1,500,36
machine,0,502,36
egg,0,505,36
machine,0,510,36
machine,0,514,36
machine,0,526,36
level-up,1,574,36
machine,0,577,36
machine,0,581,36
machine,0,583,36
level-up,1,585,36
machine,0,590,36
machine,0,595,36
machine,0,605,36
machine,0,612,36
level-up,1,671,36
tutor,0,673,36
level-up,1,791,36
tutor,0,800,36
tutor,0,802,36
tutor,0,814,36
machine,0,851,36
machine,0,886,36
machine,0,914,36
machine,0,29,37
level-up,1,33,37
machine,0,34,37
machine,0,36,37
machine,0,38,37
level-up,1,39,37
level-up,21,46,37
egg,0,50,37
level-up,1,52,37
level-up,35,53,37
level-up,42,83,37
machine,0,91,37
machine,0,92,37
egg,0,95,37
machine,0,97,37
level-up,16,98,37
machine,0,99,37
machine,0,102,37
machine,0,104,37
level-up,28,109,37
machine,0,115,37
machine,0,117,37
machine,0,126,37
machine,0,129,37
machine,0,130,37
machine,0,156,37
machine,0,164,37
machine,0,173,37
machine,0,174,37
egg,0,175,37
egg,0,180,37
machine,0,182,37
egg,0,185,37
machine,0,203,37
machine,0,204,37
machine,0,207,37
machine,0,213,37
machine,0,214,37
machine,0,216,37
machine,0,218,37
level-up,25,219,37
tutor,0,220,37
machine,0,226,37
machine,0,227,37
machine,0,231,37
machine,0,237,37
machine,0,241,37
egg,0,244,37
egg,0,257,37
level-up,17,261,37
egg,0,262,37
machine,0,263,37
machine,0,270,37
tutor,0,272,37
level-up,25,286,37
level-up,37,288,37
machine,0,290,37
machine,0,311,37
machine,0,315,37
level-up,44,326,37
egg,0,336,37
tutor,0,343,37
egg,0,361,37
machine,0,363,37
level-up,31,371,37
egg,0,384,37
egg,0,394,37
machine,0,399,37
egg,0,412,37
machine,0,417,37
tutor,0,428,37
level-up,37,445,37
tutor,0,466,37
level-up,24,481,37
machine,0,488,37
tutor,0,492,37
machine,0,496,37
egg,0,506,37
machine,0,510,37
level-up,44,517,37
egg,0,541,37
machine,0,555,37
machine,0,590,37
machine,0,595,37
level-up,9,608,37
tutor,0,807,37
machine,0,851,37
machine,0,29,38
level-up,1,33,38
machine,0,34,38
machine,0,36,38
machine,0,38,38
level-up,1,39,38
level-up,1,46,38
level-up,1,50,38
level-up,1,52,38
tutor,0,53,38
machine,0,63,38
machine,0,76,38
level-up,43,83,38
machine,0,91,38
machine,0,92,38
level-up,1,95,38
machine,0,97,38
level-up,1,98,38
machine,0,99,38
machine,0,101,38
machine,0,102,38
machine,0,104,38
level-up,1,109,38
machine,0,115,38
machine,0,117,38
machine,0,126,38
machine,0,129,38
machine,0,130,38
machine,0,138,38
machine,0,156,38
machine,0,164,38
machine,0,173,38
machine,0,174,38
egg,0,175,38
tutor,0,180,38
machine,0,182,38
machine,0,203,38
machine,0,204,38
machine,0,207,38
machine,0,213,38
machine,0,214,38
machine,0,216,38
machine,0,218,38
level-up,1,219,38
tutor,0,220,38
machine,0,226,38
machine,0,227,38
machine,0,231,38
machine,0,237,38
machine,0,241,38
machine,0,244,38
machine,0,247,38
tutor,0,257,38
machine,0,261,38
egg,0,262,38
machine,0,263,38
machine,0,270,38
tutor,0,272,38
level-up,1,286,38
level-up,1,288,38
machine,0,290,38
machine,0,311,38
machine,0,313,38
machine,0,315,38
level-up,1,326,38
egg,0,336,38
tutor,0,343,38
machine,0,347,38
egg,0,361,38
machine,0,363,38
machine,0,371,38
machine,0,384,38
machine,0,394,38
machine,0,399,38
machine,0,412,38
machine,0,416,38
level-up,1,417,38
tutor,0,428,38
machine,0,445,38
tutor,0,466,38
machine,0,473,38
machine,0,488,38
tutor,0,492,38
machine,0,496,38
machine,0,500,38
machine,0,506,38
machine,0,510,38
level-up,1,517,38
machine,0,541,38
machine,0,555,38
machine,0,590,38
machine,0,595,38
egg,0,608,38
tutor,0,673,38
tutor,0,807,38
tutor,0,815,38
machine,0,851,38
level-up,9,1,39
level-up,24,3,39
machine,0,5,39
machine,0,7,39
machine,0,8,39
machine,0,9,39
machine,0,25,39
machine,0,29,39
level-up,34,34,39
machine,0,36,39
level-up,39,38,39
level-up,1,47,39
level-up,14,50,39
tutor,0,53,39
machine,0,55,39
machine,0,58,39
machine,0,59,39
machine,0,61,39
machine,0,66,39
machine,0,68,39
machine,0,69,39
machine,0,70,39
machine,0,76,39
machine,0,85,39
machine,0,86,39
machine,0,87,39
machine,0,91,39
machine,0,92,39
machine,0,94,39
machine,0,99,39
machine,0,100,39
machine,0,102,39
machine,0,103,39
machine,0,104,39
level-up,19,111,39
machine,0,113,39
machine,0,115,39
machine,0,117,39
machine,0,118,39
machine,0,120,39
machine,0,126,39
machine,0,129,39
machine,0,130,39
machine,0,133,39
machine,0,138,39
machine,0,148,39
machine,0,149,39
level-up,29,156,39
machine,0,161,39
machine,0,164,39
machine,0,168,39
machine,0,171,39
machine,0,173,39
machine,0,174,39
machine,0,182,39
level-up,1,186,39
machine,0,189,39
machine,0,192,39
tutor,0,196,39
machine,0,197,39
machine,0,201,39
machine,0,203,39
level-up,1,204,39
level-up,19,205,39
machine,0,207,39
machine,0,213,39
machine,0,214,39
tutor,0,215,39
machine,0,216,39
machine,0,218,39
machine,0,219,39
tutor,0,220,39
machine,0,223,39
machine,0,226,39
machine,0,227,39
machine,0,237,39
machine,0,240,39
machine,0,241,39
machine,0,244,39
machine,0,247,39
machine,0,253,39
level-up,25,254,39
level-up,25,255,39
level-up,25,256,39
machine,0,263,39
machine,0,264,39
machine,0,269,39
tutor,0,270,39
tutor,0,272,39
tutor,0,277,39
machine,0,278,39
machine,0,280,39
tutor,0,282,39
tutor,0,283,39
machine,0,285,39
machine,0,289,39
machine,0,290,39
level-up,44,304,39
machine,0,313,39
tutor,0,340,39
tutor,0,343,39
machine,0,345,39
machine,0,347,39
machine,0,351,39
machine,0,352,39
tutor,0,356,39
level-up,37,358,39
level-up,33,360,39
machine,0,363,39
machine,0,374,39
level-up,1,383,39
tutor,0,387,39
machine,0,399,39
machine,0,409,39
machine,0,412,39
machine,0,417,39
machine,0,428,39
machine,0,445,39
machine,0,446,39
machine,0,447,39
machine,0,451,39
machine,0,473,39
tutor,0,477,39
level-up,17,496,39
machine,0,497,39
machine,0,500,39
tutor,0,502,39
machine,0,510,39
machine,0,514,39
machine,0,526,39
machine,0,528,39
level-up,50,574,39
machine,0,577,39
machine,0,581,39
machine,0,583,39
level-up,10,589,39
machine,0,590,39
machine,0,605,39
machine,0,612,39
machine,0,776,39
tutor,0,798,39
tutor,0,802,39
machine,0,851,39
machine,0,861,39
machine,0,885,39
machine,0,886,39
machine,0,914,39
machine,0,917,39
level-up,1,1,40
level-up,1,3,40
machine,0,5,40
machine,0,7,40
machine,0,8,40
machine,0,9,40
machine,0,25,40
machine,0,29,40
machine,0,34,40
machine,0,36,40
machine,0,38,40
level-up,1,47,40
level-up,1,50,40
tutor,0,53,40
machine,0,55,40
machine,0,58,40
machine,0,59,40
machine,0,61,40
machine,0,63,40
machine,0,66,40
machine,0,68,40
machine,0,69,40
machine,0,70,40
machine,0,76,40
machine,0,85,40
machine,0,86,40
machine,0,87,40
machine,0,91,40
machine,0,92,40
machine,0,94,40
machine,0,99,40
machine,0,100,40
machine,0,102,40
machine,0,103,40
machine,0,104,40
level-up,1,107,40
level-up,1,111,40
machine,0,113,40
machine,0,115,40
machine,0,117,40
machine,0,118,40
machine,0,120,40
machine,0,126,40
machine,0,129,40
machine,0,130,40
machine,0,133,40
machine,0,138,40
machine,0,148,40
machine,0,149,40
machine,0,156,40
machine,0,161,40
machine,0,164,40
machine,0,168,40
machine,0,171,40
machine,0,173,40
machine,0,174,40
machine,0,182,40
level-up,1,186,40
machine,0,189,40
machine,0,192,40
tutor,0,196,40
machine,0,197,40
machine,0,201,40
machine,0,203,40
level-up,1,204,40
machine,0,205,40
machine,0,207,40
machine,0,213,40
machine,0,214,40
tutor,0,215,40
machine,0,216,40
machine,0,218,40
machine,0,219,40
tutor,0,220,40
machine,0,223,40
machine,0,226,40
machine,0,227,40
machine,0,237,40
machine,0,240,40
machine,0,241,40
machine,0,244,40
machine,0,247,40
machine,0,253,40
level-up,1,254,40
level-up,1,255,40
level-up,1,256,40
machine,0,263,40
machine,0,264,40
machine,0,269,40
tutor,0,270,40
tutor,0,272,40
tutor,0,277,40
machine,0,278,40
machine,0,280,40
tutor,0,282,40
tutor,0,283,40
machine,0,285,40
machine,0,289,40
machine,0,290,40
tutor,0,304,40
machine,0,313,40
tutor,0,340,40
tutor,0,343,40
machine,0,345,40
machine,0,347,40
machine,0,351,40
machine,0,352,40
tutor,0,356,40
machine,0,360,40
machine,0,363,40
machine,0,374,40
level-up,1,383,40
tutor,0,387,40
machine,0,399,40
machine,0,409,40
machine,0,411,40
machine,0,412,40
machine,0,416,40
machine,0,417,40
machine,0,428,40
machine,0,445,40
machine,0,446,40
machine,0,447,40
machine,0,451,40
machine,0,473,40
tutor,0,477,40
tutor,0,478,40
machine,0,496,40
machine,0,497,40
machine,0,500,40
tutor,0,502,40
machine,0,510,40
machine,0,514,40
machine,0,526,40
machine,0,528,40
level-up,1,574,40
machine,0,577,40
machine,0,581,40
level-up,1,583,40
machine,0,590,40
machine,0,605,40
machine,0,612,40
tutor,0,673,40
machine,0,776,40
tutor,0,797,40
tutor,0,798,40
tutor,0,802,40
machine,0,851,40
machine,0,861,40
machine,0,885,40
machine,0,886,40
machine,0,914,40
machine,0,917,40
machine,0,13,41
egg,0,16,41
level-up,28,17,41
machine,0,18,41
machine,0,19,41
machine,0,29,41
machine,0,36,41
machine,0,38,41
level-up,15,44,41
level-up,10,48,41
level-up,1,71,41
machine,0,72,41
machine,0,92,41
egg,0,95,41
machine,0,97,41
egg,0,98,41
machine,0,99,41
machine,0,102,41
machine,0,104,41
level-up,21,109,41
level-up,36,114,41
machine,0,117,41
machine,0,129,41
level-up,1,141,41
machine,0,156,41
tutor,0,162,41
machine,0,164,41
machine,0,168,41
machine,0,173,41
machine,0,174,41
machine,0,182,41
egg,0,185,41
machine,0,188,41
machine,0,197,41
machine,0,202,41
machine,0,203,41
machine,0,207,41
machine,0,211,41
level-up,36,212,41
machine,0,213,41
machine,0,214,41
machine,0,216,41
machine,0,218,41
egg,0,228,41
machine,0,237,41
tutor,0,239,41
machine,0,240,41
machine,0,241,41
machine,0,242,41
machine,0,247,41
tutor,0,253,41
tutor,0,257,41
machine,0,259,41
machine,0,263,41
machine,0,269,41
machine,0,289,41
machine,0,290,41
level-up,41,305,41
level-up,11,310,41
level-up,31,314,41
machine,0,332,41
machine,0,355,41
machine,0,363,41
machine,0,365,41
tutor,0,366,41
machine,0,369,41
machine,0,371,41
machine,0,372,41
level-up,41,403,41
egg,0,413,41
egg,0,417,41
egg,0,428,41
machine,0,432,41
machine,0,445,41
tutor,0,466,41
machine,0,474,41
machine,0,496,41
level-up,43,501,41
level-up,33,512,41
machine,0,590,41
egg,0,599,41
tutor,0,814,41
machine,0,13,42
level-up,32,17,42
machine,0,18,42
machine,0,19,42
machine,0,29,42
machine,0,36,42
machine,0,38,42
level-up,1,44,42
level-up,10,48,42
machine,0,63,42
level-up,1,71,42
machine,0,72,42
machine,0,92,42
machine,0,97,42
level-up,1,98,42
machine,0,99,42
machine,0,102,42
level-up,1,103,42
machine,0,104,42
level-up,21,109,42
level-up,43,114,42
machine,0,117,42
machine,0,129,42
level-up,1,141,42
machine,0,156,42
tutor,0,162,42
machine,0,164,42
machine,0,168,42
machine,0,173,42
machine,0,174,42
machine,0,182,42
machine,0,188,42
machine,0,197,42
machine,0,202,42
machine,0,203,42
machine,0,207,42
machine,0,211,42
level-up,42,212,42
machine,0,213,42
machine,0,214,42
machine,0,216,42
machine,0,218,42
machine,0,237,42
tutor,0,239,42
machine,0,240,42
machine,0,241,42
level-up,0,242,42
machine,0,247,42
tutor,0,253,42
tutor,0,257,42
machine,0,259,42
machine,0,263,42
machine,0,269,42
machine,0,289,42
machine,0,290,42
level-up,49,305,42
level-up,1,310,42
level-up,35,314,42
machine,0,332,42
machine,0,355,42
machine,0,363,42
machine,0,365,42
tutor,0,366,42
machine,0,369,42
machine,0,371,42
machine,0,372,42
level-up,51,403,42
machine,0,413,42
machine,0,416,42
machine,0,417,42
tutor,0,428,42
machine,0,432,42
machine,0,445,42
tutor,0,466,42
machine,0,474,42
machine,0,496,42
level-up,51,501,42
level-up,39,512,42
machine,0,590,42
machine,0,599,42
tutor,0,814,42
machine,0,14,43
machine,0,15,43
machine,0,29,43
machine,0,36,43
machine,0,38,43
level-up,24,51,43
level-up,1,71,43
machine,0,72,43
egg,0,73,43
level-up,1,74,43
egg,0,75,43
level-up,46,76,43
level-up,15,77,43
level-up,17,78,43
level-up,19,79,43
level-up,33,80,43
machine,0,92,43
machine,0,99,43
machine,0,102,43
machine,0,104,43
machine,0,115,43
machine,0,117,43
machine,0,148,43
machine,0,156,43
machine,0,164,43
machine,0,173,43
machine,0,174,43
egg,0,175,43
machine,0,182,43
machine,0,188,43
machine,0,202,43
machine,0,203,43
egg,0,204,43
machine,0,207,43
machine,0,213,43
machine,0,214,43
machine,0,216,43
machine,0,218,43
level-up,7,230,43
egg,0,235,43
level-up,32,236,43
machine,0,237,43
machine,0,241,43
machine,0,263,43
egg,0,267,43
machine,0,270,43
egg,0,275,43
machine,0,290,43
egg,0,298,43
egg,0,321,43
machine,0,331,43
machine,0,345,43
level-up,29,363,43
tutor,0,380,43
level-up,25,381,43
tutor,0,388,43
tutor,0,402,43
machine,0,412,43
machine,0,437,43
machine,0,445,43
machine,0,447,43
machine,0,474,43
machine,0,491,43
egg,0,495,43
machine,0,496,43
level-up,45,580,43
level-up,43,585,43
machine,0,590,43
machine,0,605,43
machine,0,611,43
egg,0,668,43
tutor,0,803,43
machine,0,851,43
machine,0,885,43
machine,0,14,44
machine,0,15,44
machine,0,29,44
machine,0,36,44
machine,0,38,44
level-up,28,51,44
level-up,1,71,44
machine,0,72,44
egg,0,73,44
level-up,1,74,44
level-up,18,75,44
level-up,52,76,44
level-up,1,77,44
level-up,1,78,44
level-up,19,79,44
level-up,38,80,44
machine,0,92,44
machine,0,99,44
machine,0,102,44
machine,0,104,44
machine,0,115,44
machine,0,117,44
machine,0,148,44
machine,0,156,44
machine,0,164,44
machine,0,173,44
machine,0,174,44
egg,0,175,44
machine,0,182,44
machine,0,188,44
machine,0,202,44
machine,0,203,44
machine,0,204,44
machine,0,207,44
machine,0,213,44
machine,0,214,44
machine,0,216,44
machine,0,218,44
level-up,1,230,44
tutor,0,235,44
level-up,35,236,44
machine,0,237,44
machine,0,241,44
machine,0,263,44
machine,0,267,44
machine,0,270,44
egg,0,275,44
machine,0,290,44
egg,0,298,44
egg,0,321,44
machine,0,331,44
machine,0,345,44
level-up,35,363,44
machine,0,374,44
tutor,0,380,44
level-up,29,381,44
tutor,0,388,44
tutor,0,402,44
machine,0,409,44
machine,0,412,44
machine,0,437,44
machine,0,445,44
machine,0,447,44
machine,0,474,44
machine,0,491,44
tutor,0,495,44
machine,0,496,44
level-up,50,572,44
level-up,56,580,44
level-up,45,585,44
machine,0,590,44
machine,0,605,44
machine,0,611,44
egg,0,668,44
machine,0,676,44
tutor,0,803,44
machine,0,851,44
machine,0,885,44
machine,0,14,45
machine,0,15,45
machine,0,29,45
machine,0,34,45
machine,0,36,45
machine,0,38,45
level-up,1,51,45
machine,0,63,45
level-up,1,71,45
machine,0,72,45
egg,0,73,45
level-up,1,74,45
egg,0,75,45
machine,0,76,45
level-up,15,77,45
level-up,1,78,45
level-up,1,79,45
level-up,1,80,45
machine,0,92,45
machine,0,99,45
machine,0,102,45
machine,0,104,45
machine,0,115,45
machine,0,117,45
machine,0,148,45
machine,0,156,45
machine,0,164,45
machine,0,173,45
machine,0,174,45
egg,0,175,45
machine,0,182,45
machine,0,188,45
machine,0,202,45
machine,0,203,45
machine,0,204,45
machine,0,207,45
machine,0,213,45
machine,0,214,45
machine,0,216,45
machine,0,218,45
machine,0,219,45
level-up,1,230,45
tutor,0,235,45
level-up,1,236,45
machine,0,237,45
machine,0,241,45
machine,0,263,45
machine,0,267,45
machine,0,270,45
egg,0,275,45
machine,0,290,45
egg,0,298,45
machine,0,311,45
level-up,1,312,45
egg,0,321,45
machine,0,331,45
machine,0,345,45
machine,0,363,45
machine,0,374,45
tutor,0,380,45
tutor,0,388,45
tutor,0,402,45
machine,0,409,45
machine,0,412,45
machine,0,416,45
machine,0,437,45
machine,0,445,45
machine,0,447,45
machine,0,474,45
machine,0,482,45
machine,0,491,45
tutor,0,495,45
machine,0,496,45
level-up,50,572,45
level-up,1,580,45
level-up,1,585,45
machine,0,590,45
machine,0,605,45
machine,0,611,45
egg,0,668,45
machine,0,669,45
machine,0,676,45
tutor,0,803,45
tutor,0,810,45
machine,0,851,45
machine,0,885,45
level-up,1,10,46
machine,0,14,46
machine,0,15,46
machine,0,29,46
machine,0,34,46
machine,0,36,46
machine,0,38,46
egg,0,60,46
egg,0,68,46
level-up,11,71,46
machine,0,72,46
egg,0,73,46
level-up,41,74,46
machine,0,76,46
level-up,13,77,46
level-up,13,78,46
level-up,2,79,46
tutor,0,81,46
machine,0,91,46
machine,0,92,46
egg,0,97,46
machine,0,99,46
machine,0,102,46
egg,0,103,46
machine,0,104,46
egg,0,113,46
machine,0,115,46
machine,0,117,46
machine,0,130,46
level-up,20,141,46
level-up,27,147,46
machine,0,148,46
level-up,15,154,46
machine,0,156,46
level-up,34,163,46
machine,0,164,46
machine,0,168,46
machine,0,173,46
machine,0,174,46
egg,0,175,46
machine,0,182,46
machine,0,188,46
level-up,43,202,46
machine,0,203,46
egg,0,206,46
machine,0,207,46
machine,0,210,46
machine,0,213,46
machine,0,214,46
machine,0,216,46
machine,0,218,46
egg,0,228,46
egg,0,230,46
egg,0,232,46
tutor,0,235,46
machine,0,237,46
machine,0,241,46
machine,0,249,46
machine,0,263,46
machine,0,267,46
machine,0,280,46
tutor,0,282,46
machine,0,290,46
level-up,49,312,46
machine,0,331,46
machine,0,332,46
machine,0,363,46
tutor,0,388,46
tutor,0,402,46
level-up,43,404,46
machine,0,412,46
egg,0,440,46
machine,0,445,46
machine,0,447,46
egg,0,450,46
machine,0,468,46
egg,0,469,46
machine,0,474,46
level-up,49,476,46
tutor,0,495,46
machine,0,496,46
machine,0,522,46
egg,0,563,46
egg,0,565,46
egg,0,580,46
machine,0,590,46
level-up,1,10,47
machine,0,14,47
machine,0,15,47
machine,0,29,47
machine,0,34,47
machine,0,36,47
machine,0,38,47
machine,0,63,47
tutor,0,68,47
level-up,1,71,47
machine,0,72,47
level-up,1,73,47
level-up,48,74,47
machine,0,76,47
level-up,1,77,47
level-up,1,78,47
level-up,1,79,47
tutor,0,81,47
machine,0,91,47
machine,0,92,47
machine,0,99,47
machine,0,102,47
level-up,1,103,47
machine,0,104,47
machine,0,113,47
machine,0,115,47
machine,0,117,47
machine,0,130,47
level-up,1,141,47
level-up,30,147,47
machine,0,148,47
level-up,15,154,47
machine,0,156,47
level-up,39,163,47
machine,0,164,47
machine,0,168,47
machine,0,173,47
machine,0,174,47
machine,0,182,47
machine,0,188,47
level-up,55,202,47
machine,0,203,47
machine,0,206,47
machine,0,207,47
machine,0,210,47
machine,0,213,47
machine,0,214,47
machine,0,216,47
machine,0,218,47
machine,0,230,47
tutor,0,235,47
machine,0,237,47
machine,0,241,47
machine,0,249,47
machine,0,263,47
machine,0,267,47
machine,0,280,47
tutor,0,282,47
machine,0,290,47
level-up,59,312,47
machine,0,331,47
machine,0,332,47
machine,0,363,47
tutor,0,388,47
tutor,0,402,47
level-up,55,404,47
machine,0,412,47
machine,0,416,47
level-up,1,440,47
machine,0,445,47
machine,0,447,47
tutor,0,450,47
machine,0,468,47
machine,0,474,47
level-up,59,476,47
tutor,0,495,47
machine,0,496,47
machine,0,522,47
machine,0,590,47
tutor,0,675,47
machine,0,29,48
level-up,1,33,48
machine,0,36,48
machine,0,38,48
level-up,11,48,48
level-up,1,50,48
level-up,35,60,48
machine,0,72,48
machine,0,76,48
level-up,24,77,48
level-up,30,78,48
level-up,38,79,48
tutor,0,81,48
machine,0,92,48
level-up,19,93,48
level-up,43,94,48
egg,0,97,48
machine,0,99,48
machine,0,101,48
machine,0,102,48
egg,0,103,48
machine,0,104,48
machine,0,109,48
machine,0,115,48
machine,0,117,48
machine,0,129,48
level-up,27,141,48
machine,0,148,48
machine,0,149,48
machine,0,156,48
machine,0,164,48
machine,0,168,48
machine,0,173,48
machine,0,174,48
machine,0,182,48
machine,0,188,48
level-up,1,193,48
egg,0,202,48
machine,0,203,48
machine,0,207,48
machine,0,213,48
machine,0,214,48
machine,0,216,48
machine,0,218,48
egg,0,226,48
machine,0,230,48
egg,0,234,48
machine,0,237,48
machine,0,241,48
machine,0,263,48
machine,0,283,48
machine,0,285,48
machine,0,290,48
level-up,41,305,48
egg,0,324,48
machine,0,363,48
egg,0,390,48
level-up,25,405,48
machine,0,412,48
level-up,37,428,48
machine,0,445,48
egg,0,450,48
machine,0,474,48
egg,0,476,48
machine,0,491,48
machine,0,496,48
machine,0,522,48
machine,0,590,48
machine,0,611,48
machine,0,679,48
machine,0,806,48
machine,0,851,48
machine,0,884,48
machine,0,917,48
machine,0,13,49
level-up,31,16,49
machine,0,18,49
machine,0,29,49
level-up,1,33,49
machine,0,36,49
machine,0,38,49
level-up,1,48,49
level-up,1,50,49
level-up,38,60,49
machine,0,63,49
machine,0,72,49
machine,0,76,49
level-up,1,77,49
level-up,30,78,49
level-up,43,79,49
tutor,0,81,49
machine,0,92,49
level-up,1,93,49
level-up,50,94,49
level-up,1,97,49
machine,0,99,49
machine,0,100,49
machine,0,101,49
machine,0,102,49
level-up,1,103,49
machine,0,104,49
machine,0,109,49
machine,0,115,49
machine,0,117,49
machine,0,129,49
machine,0,138,49
level-up,1,141,49
machine,0,148,49
machine,0,149,49
machine,0,156,49
machine,0,164,49
machine,0,168,49
machine,0,173,49
machine,0,174,49
machine,0,182,49
machine,0,188,49
level-up,1,193,49
machine,0,202,49
machine,0,203,49
machine,0,207,49
machine,0,213,49
machine,0,214,49
machine,0,216,49
machine,0,218,49
machine,0,226,49
machine,0,230,49
machine,0,237,49
tutor,0,239,49
machine,0,241,49
machine,0,263,49
machine,0,283,49
machine,0,285,49
machine,0,290,49
level-up,47,305,49
tutor,0,314,49
level-up,1,318,49
level-up,37,324,49
machine,0,332,49
machine,0,355,49
machine,0,363,49
tutor,0,366,49
machine,0,369,49
machine,0,390,49
level-up,0,403,49
level-up,59,405,49
machine,0,412,49
machine,0,416,49
level-up,41,428,49
machine,0,432,49
machine,0,445,49
tutor,0,450,49
tutor,0,466,49
machine,0,474,49
machine,0,482,49
level-up,63,483,49
machine,0,491,49
machine,0,496,49
machine,0,512,49
machine,0,522,49
machine,0,590,49
machine,0,611,49
machine,0,679,49
machine,0,806,49
machine,0,851,49
machine,0,884,49
machine,0,917,49
level-up,1,10,50
machine,0,14,50
machine,0,15,50
level-up,24,28,50
egg,0,29,50
machine,0,34,50
machine,0,36,50
machine,0,38,50
level-up,15,45,50
level-up,40,89,50
machine,0,90,50
level-up,19,91,50
machine,0,92,50
level-up,12,97,50
machine,0,99,50
machine,0,102,50
egg,0,103,50
machine,0,104,50
machine,0,117,50
level-up,21,154,50
machine,0,156,50
machine,0,157,50
level-up,31,163,50
machine,0,164,50
machine,0,168,50
machine,0,173,50
machine,0,174,50
egg,0,179,50
machine,0,182,50
egg,0,185,50
machine,0,188,50
machine,0,189,50
machine,0,201,50
machine,0,203,50
machine,0,204,50
machine,0,207,50
machine,0,213,50
machine,0,214,50
machine,0,216,50
machine,0,218,50
level-up,9,222,50
egg,0,228,50
machine,0,237,50
machine,0,241,50
egg,0,246,50
machine,0,249,50
egg,0,251,50
egg,0,253,50
egg,0,262,50
machine,0,263,50
machine,0,270,50
machine,0,283,50
machine,0,290,50
level-up,7,310,50
machine,0,317,50
machine,0,328,50
machine,0,332,50
machine,0,341,50
machine,0,350,50
machine,0,363,50
machine,0,372,50
level-up,23,389,50
level-up,26,414,50
machine,0,421,50
level-up,29,426,50
machine,0,444,50
machine,0,445,50
machine,0,446,50
machine,0,468,50
machine,0,479,50
machine,0,492,50
machine,0,496,50
machine,0,497,50
machine,0,502,50
egg,0,515,50
level-up,18,523,50
machine,0,526,50
machine,0,590,50
machine,0,675,50
tutor,0,707,50
tutor,0,815,50
machine,0,851,50
level-up,1,10,51
machine,0,14,51
machine,0,15,51
level-up,24,28,51
machine,0,29,51
machine,0,34,51
machine,0,36,51
machine,0,38,51
level-up,1,45,51
machine,0,63,51
level-up,47,89,51
machine,0,90,51
level-up,1,91,51
machine,0,92,51
level-up,1,97,51
machine,0,99,51
machine,0,102,51
level-up,1,103,51
machine,0,104,51
machine,0,117,51
level-up,21,154,51
machine,0,156,51
machine,0,157,51
level-up,1,161,51
level-up,35,163,51
machine,0,164,51
machine,0,168,51
machine,0,173,51
machine,0,174,51
machine,0,179,51
machine,0,182,51
machine,0,188,51
machine,0,189,51
machine,0,201,51
machine,0,203,51
machine,0,204,51
machine,0,207,51
machine,0,213,51
machine,0,214,51
machine,0,216,51
machine,0,218,51
level-up,1,222,51
machine,0,237,51
machine,0,241,51
machine,0,249,51
machine,0,251,51
tutor,0,253,51
machine,0,263,51
machine,0,283,51
machine,0,290,51
level-up,7,310,51
machine,0,317,51
level-up,26,328,51
machine,0,332,51
machine,0,341,51
machine,0,350,51
machine,0,363,51
machine,0,372,51
level-up,23,389,51
level-up,1,400,51
level-up,28,414,51
machine,0,416,51
machine,0,421,51
level-up,33,426,51
machine,0,444,51
machine,0,445,51
machine,0,446,51
machine,0,468,51
machine,0,479,51
machine,0,482,51
machine,0,492,51
machine,0,496,51
machine,0,497,51
machine,0,502,51
level-up,18,523,51
machine,0,526,51
level-up,1,563,51
machine,0,590,51
machine,0,667,51
machine,0,675,51
tutor,0,707,51
tutor,0,815,51
machine,0,851,51
level-up,17,6,52
level-up,1,10,52
machine,0,15,52
machine,0,29,52
machine,0,34,52
machine,0,36,52
machine,0,38,52
egg,0,39,52
level-up,12,44,52
level-up,1,45,52
machine,0,55,52
machine,0,61,52
machine,0,85,52
machine,0,86,52
machine,0,87,52
machine,0,91,52
machine,0,92,52
egg,0,95,52
machine,0,97,52
machine,0,99,52
machine,0,102,52
level-up,24,103,52
machine,0,104,52
machine,0,111,52
machine,0,117,52
machine,0,129,52
machine,0,130,52
egg,0,133,52
machine,0,138,52
machine,0,148,52
level-up,33,154,52
machine,0,156,52
level-up,44,163,52
machine,0,164,52
machine,0,168,52
machine,0,171,52
machine,0,173,52
